UM;BAK;Baker Island;Baker Island;81;0-------;QQ;9501
UM;HOW;Howland Island;Howland Island;84;0-------;QQ;9501
UM;JAR;Jarvis Island;Jarvis Island;86;0-------;QQ;9501
UM;JON;Johnston Atoll;Johnston Atoll;67;1--4----;AI;9501
UM;KIN;Kingman Reef;Kingman Reef;89;0-------;QQ;9501
UM;MDY;Midway Islands;Midway Islands;71;1--4----;AI;9501
UM;NAV;Navassa Island;Navassa Island;76;0-------;QQ;9501
UM;PAL;Palmyra Atoll;Palmyra Atoll;95;0-------;QQ;9501
UM;AWK;Wake Island;Wake Island;79;1--4----;AI;9501
