PY;ARE;Aregua;Aregua;11;--3-----;RL;1107;;2517S 05724W
PY;AYE;Arroyos y Esteros;Arroyos y Esteros;3;-----6--;RQ;1007;;2504S 05706W
PY;ASU;Asunción;Asuncion;ASU;1--45---;AI;212;;2516S 05740W
PY;AYO;Ayolas;Ayolas;;---4----;AI;1;;
PY;BFA;Bahia Negra;Bahia Negra;16;---4----;RL;907;;2015S 05812W
PY;BCM;Barrio Caacupé Mí;Barrio Caacupe Mi;11;1-3--6--;RL;907;;2513S 05733W
PY;BVT;Bella Vista;Bella Vista;7;1-------;RQ;1001;;2730S 55330W
PY;BAL;Benjamin Aceval;Benjamin Aceval;15;--3-----;RL;1101;;2458S 05734W
PY;CAA;Caacupé;Caacupe;3;1-3-----;RL;1207;;2523S 05708W
PY;GGU;Caaguazu;Caaguazu;5;-----6--;RL;1007;;2527S 05601W
PY;CAC;Calera Cue;Calera Cue;1;1-------;RL;1507;;2232S 05749W
PY;CCP;Capiata;Capiata;11;-----6--;RQ;1007;;2521S 05725W
PY;CRG;Caraguatay;Caraguatay;3;-----6--;RL;1107;;2514S 05649W
PY;CAL;Carlos Antonio Lopez;Carlos Antonio Lopez;7;--3-----;RL;1107;;2623S 05445W
PY;CDP;Carmen del Paraná;Carmen del Parana;7;-----6--;RL;1201;;2714S 05613W
PY;AGT;Ciudad del Este;Ciudad del Este;;1--4----;AI;9612;;
PY;CTT;Colonia Catuete;Colonia Catuete;14;--3-----;RL;1101;;2408S 05437W
PY;MRA;Colonia Mariano Roque Alonso;Colonia Mariano Roque Alonso;11;1-3-----;RL;507;;2510S 05733W
PY;CND;Colonia Neuland;Colonia Neuland;19;--3-----;RL;1101;;2240S 06007W
PY;CNP;Concepción;Concepcion;1;1-------;AI;212;;2324S 05726W
PY;COO;Coronel Oviedo;Coronel Oviedo;5;-----6--;RQ;1007;;2525S 05627W
PY;ENO;Encarnación;Encarnacion;7;1--45---;AI;212;;2720S 05554W
PY;ELP;Estancia Loma Pyta;Estancia Loma Pyta;15;--3-----;RL;1501;;2334S 05934W
PY;WQA;Eusebio Ayala;Eusebio Ayala;3;--3-----;RL;1501;;2524S 05658W
PY;FNX;Fenix;Fenix;ASU;1-------;RQ;901;;
PY;FLM;Filadelfia;Filadelfia;;---4----;AI;1;;
PY;FRM;Fram;Fram;7;-----6--;RL;1107;;2659S 05553W
PY;FUO;Fuerte Olimpo;Fuerte Olimpo;;1-3-----;RL;601;;2103S 05752W
PY;GUA;Guarambare;Guarambare;11;--3-----;RL;1501;;2529S 05728W
PY;HER;Hernandarias;Hernandarias;10;--3-----;RL;1107;;2524S 05437W
PY;HHU;Hohenau;Hohenau;7;-----6--;RL;1107;;2205S 05545W
PY;ITE;Ita Enramada;Ita Enramada;;1-------;AI;9401;;
PY;ITC;Itacurubi;Itacurubi;1;--3-----;RL;1501;;2320S 05722W
PY;ITA;Itacurubi;Itacurubi;3;--3-----;RL;1501;;2527S 05651W
PY;TPT;Itapua Poty;Itapua Poty;7;--3-----;RL;1501;;2637S 05531W
PY;CIG;Itaugua;Itaugua;11;-----6--;RQ;1007;;2523S 05720W
PY;IUB;Iturbe;Iturbe;4;-----6--;RQ;1007;;2603S 05629W
PY;JEE;J. E. Estigarribia;J. E. Estigarribia;11;--3-----;RL;1501;;2523S 05536W
PY;JFC;José Falcón;Jose Falcon;15;--3-----;RL;1107;;2515S 05742W
PY;KTT;Katuete;Katuete;14;-----6--;RL;1107;;2407S 05437W
PY;LPZ;La Paz;La Paz;;--3-----;RL;1207;;2659S 05553W
PY;LAM;Lambare;Lambare;11;-----6--;RL;1007;;2521S 05739W
PY;LPO;Limpio;Limpio;11;-----6--;RQ;1007;;2511S 05732W
PY;LUQ;Luque;Luque;11;--3-----;RL;1101;;2516N 05734W
PY;ESG;Mariscal Estigarribia;Mariscal Estigarribia;;---4----;AI;1;;
PY;MIN;Minga Guazu;Minga Guazu;10;--3-----;RL;1501;;2522S 05445W
PY;TQU;Nemby;Nemby;11;--3-----;RL;1501;;2522S 05736W
PY;OBP;Obligado;Obligado;;-----6--;RL;1107;;2702S 05538W
PY;PJC;Pedro Juan Caballero;Pedro Juan Caballero;;---4----;AI;1;;
PY;PIL;Pilar;Pilar;;--34----;RL;9805;;
PY;JPF;Presidente Franco;Presidente Franco;10;--3-----;RL;1501;;2532S 05437W
PY;PAN;Puerto Antequera;Puerto Antequera;2;1-------;RL;1507;;2405S 05712W
PY;PGU;Puerto Guarani;Puerto Guarani;16;1-------;RL;1507;;2118S 05755W
PY;PCJ;Puerto la Victoria;Puerto la Victoria;;123-----;RL;601;;2217S 05756W
PY;PBT;Puerto Leda;Puerto Leda;16;---4----;RL;907;;2043S 05759W
PY;PPS;Puerto Pinasco;Puerto Pinasco;1;--3-----;RL;1101;;2243S 05750W
PY;PSA;Puerto Sara;Puerto Sara;11;1-------;RL;1507;;2526S 05732W
PY;CAN;Salto del Guairá;Salto del Guaira;14;--3-----;RL;1401;;2403S 05421W
PY;SBT;San Alberto;San Alberto;10;--3-----;RL;1101;;2458S 05454W
PY;SAN;San Antonio;San Antonio;;1-------;RQ;9506;;
PY;SJE;San José;San Jose;7;-----6--;RL;1201;;2642S 05502W
PY;SLO;San Lorenzo;San Lorenzo;;----5---;AI;9805;;
PY;PYS;San Pedro de Ycuamandiyu;San Pedro de Ycuamandiyu;2;--3-----;RL;1501;;2406S 05705W
PY;SPP;San Pedro del Paraná;San Pedro del Parana;7;-----6--;RL;1201;;2650S 05612W
PY;SYG;San Ygnacio;San Ygnacio;8;-----6--;RL;1307;;2652S 05703W
PY;JSR;Santa Rita;Santa Rita;10;--3-----;RL;1501;;2559S 05457W
PY;SRM;Santa Rosa del Monday;Santa Rosa del Monday;10;--3-----;RL;1501;;2548S 05454W
PY;TER;Terport (San Antonio);Terport (San Antonio);;1-3-----;RL;212;;2523S 05738W
PY;TBA;Tobati;Tobati;3;--3-----;RL;1501;;2515S 05704W
PY;TND;Trinidad;Trinidad;7;-----6--;RL;1201;;2707S 05547W
PY;VMI;Vallemi;Vallemi;;---4----;AI;1;;
PY;VEL;Villa Elisa;Villa Elisa;;--3-----;RL;201;;2521N 05737W
PY;VFL;Villa Florida;Villa Florida;9;-----6--;RL;1107;;2623S 05709W
PY;VHS;Villa Hayes;Villa Hayes;15;-----6--;RL;1407;;2506S 05734W
PY;VLR;Villarrica;Villarrica;4;-----6--;RQ;1007;;2545S 05626W
PY;VLL;Villeta;Villeta;;1-------;AI;9401;;
PY;Y2U;Ybycui;Ybycui;9;--3-----;RL;1501;;2601S 05703W
PY;YCI;Ypacarai;Ypacarai;11;--3-----;RL;1301;;2523S 05716W
PY;YPE;Ypane;Ypane;11;-----6--;RQ;1007;;2527S 05732W
